SchoolName;LastInspection;Permittee;InspectionDate;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;CH;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;08/18/2021;G;10I;"Single service item reused, improperly stored, dispensed; not used when required.";4,06755E+13;-7,39739E+13;306;39
SAGE @ BERKELY CARROLL SCHOOL;12/12/2022;SAGE DINING SERVICES, INC.;11/28/2022;G;09A;Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE;4,06755E+13;-7,39739E+13;306;39
PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS;09/29/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/20/2021;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06756E+13;-7,39388E+13;308;36
PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS;09/29/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/20/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06756E+13;-7,39388E+13;308;36
PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS;09/29/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;09/29/2022;C;04M;Live roaches in facility's food or non-food area.;4,06756E+13;-7,39388E+13;308;36
PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS;09/29/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;09/29/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06756E+13;-7,39388E+13;308;36
PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS;09/29/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/15/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06756E+13;-7,39388E+13;308;36
P.S. 159 ISAAC PITKIN;12/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/08/2022;C;02G;Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.;4,06758E+13;-7,38695E+13;305;42
P.S. 159 ISAAC PITKIN;12/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;04/23/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06758E+13;-7,38695E+13;305;42
P.S. 159 ISAAC PITKIN;12/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/08/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06758E+13;-7,38695E+13;305;42
P.S. 159 ISAAC PITKIN;12/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;04/23/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06758E+13;-7,38695E+13;305;42
I.S. 226 QUEENS;10/25/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/25/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06758E+13;-7,38169E+13;410;28
I.S. 226 QUEENS;10/25/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/25/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06758E+13;-7,38169E+13;410;28
I.S. 226 QUEENS;10/25/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/11/2022;G;10C;Lighting Inadequate;4,06758E+13;-7,38169E+13;410;28
I.S. 226 QUEENS;10/25/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/11/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06758E+13;-7,38169E+13;410;28
CYNTHIA JENKINS SCHOOL, P811Q AT Q037;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/30/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06759E+13;-7,37585E+13;412;27
BUTTER BEANS, INC.;12/09/2022;BUTTER BEANS, INC.;05/27/2021;G;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;4,06759E+13;-7,40034E+12;306;38
BUTTER BEANS, INC.;12/09/2022;BUTTER BEANS, INC.;04/11/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06759E+13;-7,40034E+12;306;38
BUTTER BEANS, INC.;12/09/2022;BUTTER BEANS, INC.;05/27/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06759E+13;-7,40034E+12;306;38
BUTTER BEANS, INC.;12/09/2022;BUTTER BEANS, INC.;12/09/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06759E+13;-7,40034E+12;306;38
SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA, SUCCESS ACADEMY CHARTER SCHOOL - SOUTH JAMAICA;10/31/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/09/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06759E+13;-7,38001E+13;412;28
P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL;09/20/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/19/2021;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06761E+13;-7,39357E+13;308;36
P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL;09/20/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/19/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06761E+13;-7,39357E+13;308;36
P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL;09/20/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/19/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06761E+13;-7,39357E+13;308;36
P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL;09/20/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;09/20/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06761E+13;-7,39357E+13;308;36
P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL;09/20/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/19/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06761E+13;-7,39357E+13;308;36
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/09/2021;AV;22C;Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/12/2022;AV;22C;Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/28/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/12/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/12/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/28/2022;C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/28/2022;C;06C;Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2023;C;04M;Live roaches in facility's food or non-food area.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/28/2022;CH;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,06761E+13;-7,39704E+13;308;35
I.S. 340;02/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2023;G;10A;Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.;4,06761E+13;-7,39704E+13;308;35
P.S. 345 PATROLMAN ROBERT BOLDEN;01/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/09/2023;AV;20-04;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,06761E+13;-7,38803E+13;305;37
P.S. 345 PATROLMAN ROBERT BOLDEN;01/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/09/2023;G;10E;Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment;4,06761E+13;-7,38803E+13;305;37
P.S. 345 PATROLMAN ROBERT BOLDEN;01/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/09/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06761E+13;-7,38803E+13;305;37
P.S. 345 PATROLMAN ROBERT BOLDEN;01/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/09/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,06761E+13;-7,38803E+13;305;37
SALVE REGINA CATHOLIC ACADEMY;12/15/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/04/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06762E+13;-7,38875E+12;305;37
P.S. 063 OLD SOUTH;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/30/2022;C;04N;Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.;4,06764E+13;-7,38468E+13;410;32
P.S. 063 OLD SOUTH;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/30/2022;C;04M;Live roaches in facility's food or non-food area.;4,06764E+13;-7,38468E+13;410;32
P.S. 063 OLD SOUTH;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/11/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06764E+13;-7,38468E+13;410;32
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/11/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,06765E+13;-7,37532E+13;413;31
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;04/19/2021;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06765E+13;-7,37532E+13;413;31
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;04/19/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06765E+13;-7,37532E+13;413;31
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/21/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06765E+13;-7,37532E+13;413;31
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/11/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06765E+13;-7,37532E+13;413;31
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL;10/11/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/21/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,06765E+13;-7,37532E+13;413;31
P.S. 214 MICHAEL FRIEDSAM;03/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/21/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,06765E+13;-7,38632E+13;305;37
P.S. 214 MICHAEL FRIEDSAM;03/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/24/2021;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06765E+13;-7,38632E+13;305;37
P.S. 214 MICHAEL FRIEDSAM;03/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/24/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06765E+13;-7,38632E+13;305;37
P.S. 214 MICHAEL FRIEDSAM;03/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/24/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06765E+13;-7,38632E+13;305;37
